`id_pnts`,`id_sps`,`exam_priority`,`subject`,`points`
990,527,2,Физика,56
991,527,3,"Русский язык",61
992,529,4,"Индивидуальное достижение",5
993,530,1,Математика,52
994,530,2,"Информатика и ИКТ",62
995,530,3,"Русский язык",72
996,532,1,Математика,86
997,532,2,Физика,79
998,532,3,"Русский язык",83
999,532,4,"Индивидуальное достижение",5
1000,533,1,Математика,52
1001,533,2,"Информатика и ИКТ",56
1002,533,3,"Русский язык",75
1003,534,1,Математика,74
1004,534,2,"Информатика и ИКТ",51
1005,534,3,"Русский язык",55
1006,535,1,Математика,64
1007,535,2,"Информатика и ИКТ",64
1008,535,3,"Русский язык",46
1009,537,1,Математика,78
1010,537,2,Физика,68
1011,537,3,"Русский язык",81
1012,537,4,"Индивидуальное достижение",5
1013,538,1,Математика,80
1014,538,2,"Информатика и ИКТ",64
1015,538,3,"Русский язык",67
1016,541,1,Математика,58
1017,541,3,"Русский язык",67
1018,545,1,Математика,80
1019,545,2,Физика,82
1020,545,3,"Русский язык",69
1021,546,1,Математика,58
1022,546,2,Физика,59
1023,546,3,"Русский язык",52
1024,548,1,Математика,74
1025,548,2,"Информатика и ИКТ",54
1026,548,3,"Русский язык",57
1027,549,1,Математика,58
1028,549,2,"Информатика и ИКТ",46
1029,549,3,"Русский язык",61
1030,550,1,Математика,70
1031,550,2,"Информатика и ИКТ",64
1032,550,3,"Русский язык",51
1033,551,4,"Индивидуальное достижение",5
1034,552,1,Математика,58
1035,552,2,Физика,53
1036,552,3,"Русский язык",46
1037,553,1,Математика,52
1038,553,2,Физика,54
1039,553,3,"Русский язык",45
1040,554,1,Математика,40
1041,554,2,"Информатика и ИКТ",46
1042,554,3,"Русский язык",46
1043,555,1,Математика,88
1044,555,2,Физика,79
1045,555,3,"Русский язык",73
1046,555,4,"Индивидуальное достижение",5
1047,556,1,Математика,80
1048,556,2,Физика,70
1049,556,3,"Русский язык",67
1050,557,1,Математика,72
1051,557,2,Физика,51
1052,557,3,"Русский язык",52
1053,558,1,Математика,70
1054,558,2,"Информатика и ИКТ",46
1055,558,3,"Русский язык",66
1056,559,1,Математика,82
1057,559,2,Физика,58
1058,559,3,"Русский язык",58
1059,560,1,Математика,82
1060,560,2,"Информатика и ИКТ",78
1061,560,3,"Русский язык",66
1062,561,1,Математика,40
1063,561,2,Физика,49
1064,561,3,"Русский язык",43
1065,562,1,Математика,64
1066,562,2,"Информатика и ИКТ",56
1067,562,3,"Русский язык",58
1068,564,1,Математика,70
1069,564,2,Физика,64
1070,564,3,"Русский язык",89
1071,564,4,"Индивидуальное достижение",5
1072,565,3,"Русский язык",63
1073,566,1,Математика,64
1074,566,2,Физика,53
1075,566,3,"Русский язык",63
1076,568,1,Математика,52
1077,568,2,Физика,48
1078,568,3,"Русский язык",70
1079,569,1,Математика,72
1080,569,2,Физика,58
1081,569,3,"Русский язык",63
1082,569,4,"Индивидуальное достижение",10
1083,571,1,Математика,80
1084,571,2,Физика,65
1085,571,3,"Русский язык",73
1086,572,1,Математика,80
1087,572,2,"Информатика и ИКТ",75
1088,572,3,"Русский язык",73
1089,573,1,Математика,72
1090,573,2,Физика,70
1091,573,3,"Русский язык",63
1092,574,1,Математика,78
1093,574,2,Физика,54
1094,574,3,"Русский язык",94
1095,574,4,"Индивидуальное достижение",5
1096,575,1,Математика,64
1097,575,2,Физика,46
1098,575,3,"Русский язык",60
1099,580,1,География,68
1100,580,2,Математика,52
1101,580,3,"Русский язык",73
1102,581,1,География,48
1103,581,2,Математика,0
1104,581,3,"Русский язык",51
1105,582,1,География,54
1106,582,2,Математика,46
1107,582,3,"Русский язык",55
1108,583,1,География,86
1109,583,2,Математика,78
1110,583,3,"Русский язык",94
1111,584,1,Математика,74
1112,584,2,"Информатика и ИКТ",56
1113,584,3,"Русский язык",70
1114,585,1,Математика,40
1115,585,2,"Информатика и ИКТ",48
1116,586,1,Математика,64
1117,586,2,"Информатика и ИКТ",59
1118,586,3,"Русский язык",69
1119,587,3,"Русский язык",67
1120,588,4,"Индивидуальное достижение",5
1121,591,1,Математика,64
1122,591,2,"Информатика и ИКТ",54
1123,591,3,"Русский язык",64
1124,592,1,Математика,74
1125,592,2,"Информатика и ИКТ",46
1126,592,3,"Русский язык",46
1127,593,1,Математика,82
1128,593,2,"Информатика и ИКТ",75
1129,593,3,"Русский язык",61
1130,594,1,Математика,52
1131,594,2,"Информатика и ИКТ",0
1132,594,3,"Русский язык",67
1133,597,1,Математика,84
1134,597,2,"Информатика и ИКТ",80
1135,597,3,"Русский язык",66
1136,598,1,Математика,64
1137,598,2,"Информатика и ИКТ",70
1138,598,3,"Русский язык",57
1139,599,1,Математика,46
1140,599,2,"Информатика и ИКТ",0
1141,599,3,"Русский язык",52
1142,600,1,Математика,78
1143,600,2,Физика,68
1144,600,3,"Русский язык",81
1145,600,4,"Индивидуальное достижение",5
1146,601,1,Математика,76
1147,601,2,"Информатика и ИКТ",51
1148,601,3,"Русский язык",49
1149,603,1,Математика,46
1150,603,2,"Информатика и ИКТ",70
1151,603,3,"Русский язык",52
1152,604,1,Математика,72
1153,604,2,"Информатика и ИКТ",62
1154,604,3,"Русский язык",57
1155,605,1,Математика,76
1156,605,2,"Информатика и ИКТ",46
1157,605,3,"Русский язык",60
1158,606,1,Математика,70
1159,606,2,Физика,61
1160,606,3,"Русский язык",60
1161,607,1,Математика,70
1162,607,2,"Информатика и ИКТ",64
1163,607,3,"Русский язык",51
1164,608,1,Математика,70
1165,608,2,Физика,65
1166,608,3,"Русский язык",67
1167,609,1,Математика,82
1168,609,2,"Информатика и ИКТ",70
1169,609,3,"Русский язык",63
1170,610,1,Математика,58
1171,610,2,"Информатика и ИКТ",0
1172,610,3,"Русский язык",0
1173,611,1,Математика,78
1174,611,2,Физика,61
1175,611,3,"Русский язык",72
1176,612,1,Математика,52
1177,612,2,Физика,51
1178,612,3,"Русский язык",51
1179,613,1,Математика,72
1180,613,2,"Информатика и ИКТ",48
1181,613,3,"Русский язык",54
1182,614,1,Математика,78
1183,614,2,"Информатика и ИКТ",51
1184,614,3,"Русский язык",73
1185,615,1,Математика,72
1186,615,2,"Информатика и ИКТ",59
1187,615,3,"Русский язык",73
1188,615,4,"Индивидуальное достижение",5
1189,616,1,Математика,64
1190,616,2,"Информатика и ИКТ",64
1191,616,3,"Русский язык",64
1192,617,1,Математика,40
